,ATELNO,Sources
4995,ATEL #3531,ptf11ixk
4996,ATEL #3532,sn2011ei
4997,ATEL #3532,sn2003bg
4998,ATEL #3532,ngc6925
4999,ATEL #3533,ptf11hfs
5000,ATEL #3533,PNV J00430685+4115308
5001,ATEL #3533,m31n2011-06d
5002,ATEL #3537,IGR J05414-6858
5003,ATEL #3541,sn2011ek
5004,ATEL #3545,SDSS J160558.95+275921.8
5005,ATEL #3545,SDSS J160558.47+275931.0
5006,ATEL #3545,SDSS J160557.60+275921.1
5007,ATEL #3545,SN110809
5008,ATEL #3551,IGR J17498-2921
5009,ATEL #3553,1E 2259+586
5010,ATEL #3553,SGR 1627-41
5011,ATEL #3553,SGR J1822.3-1606
5012,ATEL #3555,IGRJ17498-2921
5013,ATEL #3555,IGR J17498-2921
5014,ATEL #3556,IGR J17498-2921
5015,ATEL #3557,CSS110701
5016,ATEL #3557,ptf11jct
5017,ATEL #3557,ptf11ikv
5018,ATEL #3557,ptf11khk
5019,ATEL #3557,ptf11hyh
5020,ATEL #3557,ptf11ixp
5021,ATEL #3557,ptf11kaw
5022,ATEL #3557,ptf11jpv
5023,ATEL #3557,ptf11ipz
5024,ATEL #3558,IGR J17498-2921
5025,ATEL #3559,IGR J17498-2921
5026,ATEL #3560,IGR J17498-2921
5027,ATEL #3561,IGR J17498-2921
5028,ATEL #3562,IGR J17498-2921
5029,ATEL #3563,IGR J17498-2921
5030,ATEL #3565,ngc6388
5031,ATEL #3565,IGR J17361-4441
5032,ATEL #3566,ngc6388
5033,ATEL #3566,IGR J17361-4441
5034,ATEL #3568,IGR J17498-2921
5035,ATEL #3570,OT232022
5036,ATEL #3570,OT232022+444330
5037,ATEL #3571,PSN J12304185+4137498
5038,ATEL #3571,ngc4490
5039,ATEL #3572,OT195828
5040,ATEL #3572,OT232022
5041,ATEL #3573,RX J0505.5+0416
5042,ATEL #3573,2FGL J0505.4+0419
5043,ATEL #3573,PMN J0505+0416
5044,ATEL #3573,BZB J0505+0415
5045,ATEL #3574,sn2009ip
5046,ATEL #3574,ngc4490
5047,ATEL #3574,PSN J12304185+4137498
5048,ATEL #3574,sn2008s
5049,ATEL #3574,ugc2773
5050,ATEL #3577,grb110807a
5051,ATEL #3578,IGR J00515-7328
5052,ATEL #3579,TXS 1530-131
5053,ATEL #3579,PMN J1532-1319
5054,ATEL #3580,2FGL J0654.2+4514
5055,ATEL #3581,ptf11kly
5056,ATEL #3581,m101
5057,ATEL #3582,ptf11kly
5058,ATEL #3583,ptf11kly
5059,ATEL #3583,m101
5060,ATEL #3584,m101
5061,ATEL #3585,ptf11kly
5062,ATEL #3585,m101
5063,ATEL #3586,IGRJ08408-4503
5064,ATEL #3586,IGR J08408-4503
5065,ATEL #3587,ptf11kly
5066,ATEL #3587,m101
5067,ATEL #3588,ptf11kly
5068,ATEL #3588,m101
5069,ATEL #3589,ptf11kly
5070,ATEL #3589,m101
5071,ATEL #3590,ptf11kly
5072,ATEL #3590,m101
5073,ATEL #3591,pks0208-512
5074,ATEL #3592,ptf11kly
5075,ATEL #3592,sn2005ke
5076,ATEL #3592,m101
5077,ATEL #3593,sn2005ke
5078,ATEL #3593,m101
5079,ATEL #3594,ptf11kly
5080,ATEL #3594,sn2011fe
5081,ATEL #3595,ngc6388
5082,ATEL #3595,IGR J17361-4441
5083,ATEL #3597,sn2011fe
5084,ATEL #3597,m101
5085,ATEL #3598,ptf11kly
5086,ATEL #3598,m101
5087,ATEL #3599,sn2011fe
5088,ATEL #3601,IGR J17498-2921
5089,ATEL #3602,ptf11kly
5090,ATEL #3602,sn2011fe
5091,ATEL #3602,m101
5092,ATEL #3603,PSN J12304185+4137498
5093,ATEL #3603,ngc4490
5094,ATEL #3604,XTE J1701-407
5095,ATEL #3605,ptf11kly
5096,ATEL #3605,sn2011fe
5097,ATEL #3606,IGR J17498-2921
5098,ATEL #3607,ptf11kly
5099,ATEL #3607,sn2011fe
5100,ATEL #3610,SN110830
5101,ATEL #3610,ugc11021
5102,ATEL #3611,MAXI J1836-194
5103,ATEL #3612,ptf11kly
5104,ATEL #3612,sn2011fe
5105,ATEL #3612,m101
5106,ATEL #3613,MAXI J1836-194
5107,ATEL #3614,MAXI J1836-194
5108,ATEL #3615,sn2005e
5109,ATEL #3615,ugc11021
5110,ATEL #3617,ngc6388
5111,ATEL #3617,IGR J17361-4441
5112,ATEL #3618,MAXI J1836-194
5113,ATEL #3619,MAXI J1836-194
5114,ATEL #3620,ptf11kly
5115,ATEL #3620,sn2011fe
5116,ATEL #3620,m101
5117,ATEL #3621,m81
5118,ATEL #3622,IGR J17498-2921
5119,ATEL #3623,ptf11kly
5120,ATEL #3623,sn2011fe
5121,ATEL #3623,m101
5122,ATEL #3625,4U 0614+09
5123,ATEL #3625,4U 1820-30
5124,ATEL #3626,MAXIJ1836-194
5125,ATEL #3626,MAXI J1836-194
5126,ATEL #3627,IGR J17361-4441
5127,ATEL #3628,MAXI J1836-194
5128,ATEL #3629,TXS 1530-131
5129,ATEL #3629,PMN J1532-1319
5130,ATEL #3630,ptf11kjn
5131,ATEL #3630,ptf11kgl
5132,ATEL #3630,ptf11izs
5133,ATEL #3630,ptf11kjl
5134,ATEL #3630,ptf11kjr
5135,ATEL #3630,ptf11kaa
5136,ATEL #3630,ptf11jzd
5137,ATEL #3630,ptf11kkd
5138,ATEL #3630,ptf11izq
5139,ATEL #3630,ptf11kjk
5140,ATEL #3630,sn2011ff
5141,ATEL #3630,ptf11klg
5142,ATEL #3630,PSN J22450228+3400150
5143,ATEL #3631,ptf11lcf
5144,ATEL #3631,ptf11kqv
5145,ATEL #3631,ptf11kpb
5146,ATEL #3631,ptf11kqn
5147,ATEL #3631,ptf11lih
5148,ATEL #3631,ptf11kpn
5149,ATEL #3631,ptf11ktr
5150,ATEL #3631,ptf11kmb
5151,ATEL #3631,ptf11kdc
5152,ATEL #3631,ptf11klt
5153,ATEL #3631,ptf11kya
5154,ATEL #3631,ptf11klp
5155,ATEL #3631,ptf11kqm
5156,ATEL #3631,ptf11lbc
5157,ATEL #3631,ptf11liu
5158,ATEL #3631,ptf11lev
5159,ATEL #3631,ptf11kml
5160,ATEL #3631,ptf11kdw
5161,ATEL #3631,ptf11kod
5162,ATEL #3631,ptf11ksk
5163,ATEL #3631,ptf11ksu
5164,ATEL #3632,KS 1741-293
5165,ATEL #3633,PSNJ01263469+3137036
5166,ATEL #3633,sn1993w
5167,ATEL #3634,IGR J17498-2921
5168,ATEL #3637,mrk421
5169,ATEL #3638,EXO 0748-676
5170,ATEL #3638,IGR J17498-2921
5171,ATEL #3638,XTE J1814-338
5172,ATEL #3639,OT200628
5173,ATEL #3640,MAXI J1836-194
5174,ATEL #3641,m51
5175,ATEL #3641,sn2011dh
5176,ATEL #3642,sn2011fe
5177,ATEL #3643,IGR J17498-2921
5178,ATEL #3644,ptf11lnq
5179,ATEL #3644,ptf11lnb
5180,ATEL #3644,ptf11lms
5181,ATEL #3644,ptf11jaw
5182,ATEL #3644,ptf11jgq
5183,ATEL #3644,ptf11jba
5184,ATEL #3644,ptf11ilj
5185,ATEL #3644,ptf11hfu
5186,ATEL #3644,ptf11jaz
5187,ATEL #3644,ptf11lmz
5188,ATEL #3645,m31
5189,ATEL #3646,KS 1741-293
5190,ATEL #3646,MXB 1730-335
5191,ATEL #3646,IGR J17498-2921
5192,ATEL #3649,m31n2011-08a
5193,ATEL #3649,ptf11kie
5194,ATEL #3649,ptf11kfb
5195,ATEL #3649,m31
5196,ATEL #3649,m31n2011-08b
5197,ATEL #3649,ptf11jza
5198,ATEL #3649,m31n2011-07b
5199,ATEL #3649,ptf11kif
5200,ATEL #3649,m31n2011-07a
5201,ATEL #3650,XTE J1701-462
5202,ATEL #3650,IGR J17480-2446
5203,ATEL #3650,MAXI J0556-332
5204,ATEL #3652,MAXI J1836-194
5205,ATEL #3652,maxi1836-194
5206,ATEL #3653,CXO J1647-4552
5207,ATEL #3654,SAX J1750.8-2900
5208,ATEL #3654,XTE J1701-407
5209,ATEL #3654,HETE J1900.1-2455
5210,ATEL #3655,2FGL J0403.9-3604
5211,ATEL #3655,pks0402-362
5212,ATEL #3655,1FGL J0403.9-3603
5213,ATEL #3656,MAXIJ1836-194
5214,ATEL #3657,ptf11mfy
5215,ATEL #3657,ptf11msl
5216,ATEL #3658,pks0402-362
5217,ATEL #3659,2FGL J0403.9-3604
5218,ATEL #3659,pks0402-362
5219,ATEL #3659,1FGL J0403.9-3603
5220,ATEL #3660,pks0402-362
5221,ATEL #3661,IGR J17498-2921
5222,ATEL #3662,MAXI J1543-564
5223,ATEL #3663,SAX J1712.6-3739
5224,ATEL #3663,1RXS J171237.1-373834
5225,ATEL #3664,MAXI J1543-564
5226,ATEL #3666,ptf11mcx
5227,ATEL #3666,m31n2011-09a
5228,ATEL #3666,m31
5229,ATEL #3667,IGR J17091-3624
5230,ATEL #3667,GRS 1915+105
5231,ATEL #3668,ptf11lxj
5232,ATEL #3668,ptf11mtf
5233,ATEL #3668,ptf11mhh
5234,ATEL #3668,ptf11lpv
5235,ATEL #3668,ptf11mke
5236,ATEL #3668,ptf11kiu
5237,ATEL #3668,ptf11mty
5238,ATEL #3668,ptf11mpa
5239,ATEL #3668,ptf11mmk
5240,ATEL #3668,ptf11mto
5241,ATEL #3668,ptf11muf
5242,ATEL #3669,m31
5243,ATEL #3670,4c+28.07
5244,ATEL #3670,2FGL J0237.8+2846
5245,ATEL #3671,SN110830
5246,ATEL #3672,4c+27.08
5247,ATEL #3673,MAXI J1836-194
5248,ATEL #3674,4c+28.07
5249,ATEL #3675,2FGL J2225.6-0454
5250,ATEL #3676,4c+28.07
5251,ATEL #3677,4U 0115+63
5252,ATEL #3680,2FGL J0854.8+2005
5253,ATEL #3683,sn2011fe
5254,ATEL #3683,m101
5255,ATEL #3684,XTE J1837+037
5256,ATEL #3685,IGR J17407-2808
5257,ATEL #3685,2RXP J174040.9-280852
5258,ATEL #3685,CXOU J174042.0-280724
5259,ATEL #3688,IGR J17407-2808
5260,ATEL #3688,IGRJ17407-2808
5261,ATEL #3689,MAXI J1836-194
5262,ATEL #3690,ugc5460
5263,ATEL #3690,PSN J10081059+5150570
5264,ATEL #3691,m31
5265,ATEL #3692,m31
5266,ATEL #3693,m33
5267,ATEL #3693,m31
5268,ATEL #3694,pks1510-089
5269,ATEL #3695,IGR J17407-2808
5270,ATEL #3695,CXOU J174042.0-280724
5271,ATEL #3696,ptf11kly
5272,ATEL #3696,sn2011fe
5273,ATEL #3696,m101
5274,ATEL #3697,ptf11ogy
5275,ATEL #3697,ptf11moy
5276,ATEL #3697,CSS110930
5277,ATEL #3697,sn2011gu
5278,ATEL #3697,ptf11nvm
5279,ATEL #3697,ptf11muc
5280,ATEL #3697,ptf11nga
5281,ATEL #3697,ptf11okh
5282,ATEL #3697,ptf11mvg
5283,ATEL #3698,pks1510-089
5284,ATEL #3699,m31n2011-10d
5285,ATEL #3699,m31
5286,ATEL #3701,m31n2010-10a
5287,ATEL #3701,m31
5288,ATEL #3702,m31n2010-10a
5289,ATEL #3702,m31n2011-10a
5290,ATEL #3703,2FGL J0457.0-2325
5291,ATEL #3703,pks0454-234
5292,ATEL #3703,1FGL J0457.0-2325
5293,ATEL #3703,pks0454-
5294,ATEL #3704,pks0716+71
5295,ATEL #3705,CSS111019
5296,ATEL #3706,MLS110922
5297,ATEL #3706,MLS110929
5298,ATEL #3706,MLS110928
5299,ATEL #3706,CSS110919
5300,ATEL #3706,CSS111020
5301,ATEL #3706,CSS110918
5302,ATEL #3706,CSS111016
5303,ATEL #3706,SSS111019
5304,ATEL #3706,MLS111022
5305,ATEL #3706,CSS110926
5306,ATEL #3706,CSS111024
5307,ATEL #3706,MLS111003
5308,ATEL #3706,CSS110930
5309,ATEL #3706,CSS111023
5310,ATEL #3706,MLS111018
5311,ATEL #3706,CSS111022
5312,ATEL #3706,CSS111018
5313,ATEL #3706,MLS111023
5314,ATEL #3706,ptf11nga
5315,ATEL #3706,MLS111019
5316,ATEL #3706,MLS110919
5317,ATEL #3706,MLS111020
5318,ATEL #3706,MLS111024
5319,ATEL #3706,MLS110923
5320,ATEL #3706,MLS110927
5321,ATEL #3706,MLS110921
5322,ATEL #3706,MLS111001
5323,ATEL #3706,CSS111017
5324,ATEL #3708,XTE J1837+037
5325,ATEL #3709,4c+27.08
5326,ATEL #3710,SN111007
5327,ATEL #3710,SDSS J004621.07-090928.9
5328,ATEL #3712,TCP J00423987+4114355
5329,ATEL #3712,m31n2011-05a
5330,ATEL #3712,m31
5331,ATEL #3712,PNV J00425701+4117095
5332,ATEL #3712,PNV J00425571+4117524
5333,ATEL #3712,PNV J00424359+4116378
5334,ATEL #3712,TCP J00423876+4110453
5335,ATEL #3713,pks0454-234
5336,ATEL #3713,pks1934-638
5337,ATEL #3714,EXO 1745-248
5338,ATEL #3714,IGR J17480-2446
5339,ATEL #3714,EXO1745-248
5340,ATEL #3715,SN111024
5341,ATEL #3715,SDSS J081443.33+125503.8
5342,ATEL #3715,SDSS J081443.90+125500.0
5343,ATEL #3716,SDSS J004621.07-090928.9
5344,ATEL #3716,sn2011gg
5345,ATEL #3716,CSS110920
5346,ATEL #3717,8C 0716+714
5347,ATEL #3719,1ES0033+595
5348,ATEL #3720,IGR J17480-2446
5349,ATEL #3720,EXO 1745-248
5350,ATEL #3721,SN111026
5351,ATEL #3722,pks0454-234
5352,ATEL #3723,IGR J17480-2446
5353,ATEL #3723,EXO 1745-248
5354,ATEL #3724,PSN J04054651+1912218
5355,ATEL #3724,MLS111022
5356,ATEL #3724,MLS111018
5357,ATEL #3724,OT 081443
5358,ATEL #3724,MLS110927
5359,ATEL #3724,MLS111001
5360,ATEL #3724,SDSS J081443.90+125500.0
5361,ATEL #3725,m31n2011-10d
5362,ATEL #3725,PNV J00452885+4154094
5363,ATEL #3725,m31
5364,ATEL #3725,m31n2011-10e
5365,ATEL #3726,sn2010da
5366,ATEL #3726,ngc300
5367,ATEL #3727,PNV J00425571+4117524
5368,ATEL #3727,PNV J00452885+4154094
5369,ATEL #3727,m31
5370,ATEL #3728,PNV J00452885+4154094
5371,ATEL #3728,m31
5372,ATEL #3729,EXO 1745-248
5373,ATEL #3730,OT111024
5374,ATEL #3732,SN111029
5375,ATEL #3733,SAX J1808.4-3658
5376,ATEL #3734,PMN J2345-1555
5377,ATEL #3735,PNV J09553266+6906072
5378,ATEL #3735,m81
5379,ATEL #3736,SAX J1808.4-3658
5380,ATEL #3739,ptf11phm
5381,ATEL #3739,ptf11pdl
5382,ATEL #3739,ptf11ozd
5383,ATEL #3739,ptf11opu
5384,ATEL #3739,sn2011hg
5385,ATEL #3739,ptf11owc
5386,ATEL #3739,ptf11oqn
5387,ATEL #3739,sn2011hb
5388,ATEL #3739,ptf11pfp
5389,ATEL #3739,ptf11mzs
5390,ATEL #3739,ptf11pbp
5391,ATEL #3739,ptf11ppn
5392,ATEL #3739,ptf11pfx
5393,ATEL #3739,ptf11oyn
5394,ATEL #3739,ptf11pdj
5395,ATEL #3739,ptf11paw
5396,ATEL #3739,ptf11pdi
5397,ATEL #3743,EXO 1745-245
5398,ATEL #3744,LGGS J004238.77+411044.6
5399,ATEL #3744,TCP J00423876+4110453
5400,ATEL #3745,4U 0115+63
5401,ATEL #3746,OT064738
5402,ATEL #3746,OT225614
5403,ATEL #3746,OT031116
5404,ATEL #3748,SN072844
5405,ATEL #3749,ugc5460
5406,ATEL #3749,ptf09uj
5407,ATEL #3749,PSN J10081059+5150570
5408,ATEL #3750,TXS 0529+075
5409,ATEL #3750,2FGL J0532.7+0733
5410,ATEL #3752,mrk501
5411,ATEL #3755,TCP J00423987+4114355
5412,ATEL #3755,LGGS J004238.77+411044.6
5413,ATEL #3755,m31
5414,ATEL #3755,LGGS J004239.97+411435.5
5415,ATEL #3755,LGGS J004239.90+411435.7
5416,ATEL #3755,TCP J00423876+4110453
5417,ATEL #3758,XRF 111111A
5418,ATEL #3758,MAXI J0158-744
5419,ATEL #3759,MAXI J0158-744
5420,ATEL #3760,SAX J1828.5-1037
5421,ATEL #3761,2XMM J010247.4-720449
5422,ATEL #3764,ngc4219
5423,ATEL #3765,MAXI J0158-744
5424,ATEL #3766,XTE J1858+034
5425,ATEL #3767,SN114439
5426,ATEL #3767,ugc06716
5427,ATEL #3768,sn2011hs
5428,ATEL #3769,PNV J00421003+4105141
5429,ATEL #3769,m31
5430,ATEL #3770,PNV J09553266+6906072
5431,ATEL #3770,m81
5432,ATEL #3770,ptf11qij
5433,ATEL #3771,ngc4219
5434,ATEL #3771,sn2011hp
5435,ATEL #3772,ptf11qcm
5436,ATEL #3772,ptf11qcl
5437,ATEL #3772,ptf11qbq
5438,ATEL #3772,ptf11qbk
5439,ATEL #3772,ptf11qgy
5440,ATEL #3772,ptf11qcc
5441,ATEL #3773,TXS 0529+075
5442,ATEL #3774,1ES 1727+502
5443,ATEL #3775,pks1510-089
5444,ATEL #3776,OT052141
5445,ATEL #3778,PNV J00415824+4124011
5446,ATEL #3778,PNV J00423831+4116313
5447,ATEL #3778,m31
5448,ATEL #3779,OT073508
5449,ATEL #3779,2MASX J07351102+1911430
5450,ATEL #3780,IGR J18483-0311
5451,ATEL #3781,2MASS J04132663-0139211
5452,ATEL #3785,IGR J16207-5129
5453,ATEL #3787,PMN J2250-2806
5454,ATEL #3788,pks1346-112
5455,ATEL #3789,ic5267
5456,ATEL #3790,MAXI J1836-194
5457,ATEL #3791,HESS J0632+057
5458,ATEL #3791,HD 259440
5459,ATEL #3793,2FGL J1345.4+4453
5460,ATEL #3794,OT034850
5461,ATEL #3795,CSS111118
5462,ATEL #3795,CSS111119
5463,ATEL #3795,MLS111127
5464,ATEL #3795,CSS111027
5465,ATEL #3795,CSS111122
5466,ATEL #3795,MLS111103
5467,ATEL #3795,CSS111129
5468,ATEL #3795,MLS111030
5469,ATEL #3795,MLS111029
5470,ATEL #3795,MLS111128
5471,ATEL #3795,MLS111116
5472,ATEL #3795,SSS111126
5473,ATEL #3795,MLS111123
5474,ATEL #3795,CSS111103
5475,ATEL #3795,MLS111126
5476,ATEL #3795,CSS111030
5477,ATEL #3795,CSS111127
5478,ATEL #3795,MLS111031
5479,ATEL #3795,MLS111129
5480,ATEL #3795,CSS111026
5481,ATEL #3795,MLS111101
5482,ATEL #3795,MLS111025
5483,ATEL #3795,CSS111116
5484,ATEL #3795,MLS111122
5485,ATEL #3795,CSS111128
5486,ATEL #3795,SSS111127
5487,ATEL #3795,MLS111102
5488,ATEL #3795,CSS111028
5489,ATEL #3795,MLS111130
5490,ATEL #3795,CSS111123
5491,ATEL #3797,sn2011iv
5492,ATEL #3798,ptf11qnr
5493,ATEL #3798,sn2011im
5494,ATEL #3798,ptf11qmo
5495,ATEL #3798,ptf11qri
5496,ATEL #3798,ptf11lnq
5497,ATEL #3798,ptf11pdk
5498,ATEL #3798,ptf11pfm
5499,ATEL #3798,ptf11qrv
5500,ATEL #3798,ptf11qvh
5501,ATEL #3798,ptf11qpg
5502,ATEL #3798,ptf11phk
5503,ATEL #3798,ptf11oqn
5504,ATEL #3798,sn2011he
5505,ATEL #3798,ptf11quu
5506,ATEL #3798,ptf11qmn
5507,ATEL #3798,ptf11qko
5508,ATEL #3798,ptf11qzq
5509,ATEL #3798,ptf11mkx
5510,ATEL #3798,ptf11pzq
5511,ATEL #3798,ptf11qux
5512,ATEL #3798,sn2011ev
5513,ATEL #3798,ptf11qgw
5514,ATEL #3798,ptf11qtq
5515,ATEL #3798,ptf11mpv
5516,ATEL #3798,ptf11mxk
5517,ATEL #3798,ptf11pra
5518,ATEL #3798,ptf11ppn
5519,ATEL #3798,ptf11qpc
5520,ATEL #3798,sn2011hk
5521,ATEL #3799,pks1510-089
5522,ATEL #3800,ptf11rdv
5523,ATEL #3800,m31
5524,ATEL #3801,mrk501
5525,ATEL #3804,sn1998bw
5526,ATEL #3804,grb980425
5527,ATEL #3804,sn2011it
5528,ATEL #3806,LGGS J004032.97+403439.0
5529,ATEL #3806,m31
5530,ATEL #3806,TCP J00403295+4034387
5531,ATEL #3808,1FGL J2126.1-4603
5532,ATEL #3808,pks2123-463
5533,ATEL #3808,2FGL J2125.0-4632
5534,ATEL #3810,grb111215a
5535,ATEL #3814,pks2123-463
5536,ATEL #3814,PK 2123-463
5537,ATEL #3815,m2
5538,ATEL #3815,1FGL J2126.1-4603
5539,ATEL #3815,pks2123-463
5540,ATEL #3815,2FGL J2125.0-4632
5541,ATEL #3816,1RXS J194211.9+255552
5542,ATEL #3817,mrk817
5543,ATEL #3817,sn2011fe
5544,ATEL #3818,1RXS J194211.9+255552
5545,ATEL #3819,pks0447-439
5546,ATEL #3819,pks1934-638
5547,ATEL #3819,1FGL J0449.5-4350
5548,ATEL #3820,m2
5549,ATEL #3820,sn2004et
5550,ATEL #3820,sn2011ja
5551,ATEL #3820,ngc4945
5552,ATEL #3822,m15
5553,ATEL #3822,sn2011fe
5554,ATEL #3822,m101
5555,ATEL #3823,OT114444+323011
5556,ATEL #3823,OT114444
5557,ATEL #3824,OT214351
5558,ATEL #3824,OT084127
5559,ATEL #3824,CSS 090525
5560,ATEL #3824,OT015147
5561,ATEL #3825,ptf11rdv
5562,ATEL #3825,m31
5563,ATEL #3825,m31n2011-12a
5564,ATEL #3829,4U 1901+03
5565,ATEL #3830,4U 1630-472
5566,ATEL #3831,4c+71.07
5567,ATEL #3831,3EG J0845+7049
5568,ATEL #3831,1ES 0836+710
5569,ATEL #3831,2FGL J0841.6+7052
5570,ATEL #3831,1FGL J0842.2+7054
5571,ATEL #3833,m31n2011-12b
5572,ATEL #3833,m31
5573,ATEL #3833,PNV J00435583+4121265
5574,ATEL #3834,m33
5575,ATEL #3834,m31
5576,ATEL #3835,m2
5577,ATEL #3835,2FGL J0841.6+7052
5578,ATEL #3835,4c+71.07
5579,ATEL #3835,1FGL J0842.2+7054
5580,ATEL #3840,ptf11qju
5581,ATEL #3840,ptf11rke
5582,ATEL #3840,ptf11rkd
5583,ATEL #3840,ptf11rem
5584,ATEL #3840,ptf11qvc
5585,ATEL #3841,ptf09cnd
5586,ATEL #3841,ptf11rks
5587,ATEL #3842,4U 1630-472
5588,ATEL #3843,OT061730
5589,ATEL #3844,OT103630
5590,ATEL #3846,ptf12js
5591,ATEL #3846,m31
5592,ATEL #3847,OT004822
5593,ATEL #3847,OT050806
5594,ATEL #3847,OT103717
5595,ATEL #3847,OT021912
5596,ATEL #3847,SDSS J105357.07+232234.9
5597,ATEL #3847,OT105357
5598,ATEL #3848,OT103630
5599,ATEL #3848,m5
5600,ATEL #3849,1RXS J105120.5+672550
5601,ATEL #3849,OT105123
5602,ATEL #3850,ptf12js
5603,ATEL #3850,m31n2012-01a
5604,ATEL #3850,m31
5605,ATEL #3851,ptf12js
5606,ATEL #3851,m31n2012-01a
5607,ATEL #3851,m31
5608,ATEL #3852,CSS111231
5609,ATEL #3852,SSS111228
5610,ATEL #3852,CSS111230
5611,ATEL #3852,MLS111228
5612,ATEL #3852,MLS111229
5613,ATEL #3852,CSS111224
5614,ATEL #3852,OT103630
5615,ATEL #3853,CSS111216
5616,ATEL #3853,CSS111017
5617,ATEL #3853,CSS111028
5618,ATEL #3853,CSS111225
5619,ATEL #3853,CSS111229
5620,ATEL #3853,CSS120101
5621,ATEL #3853,CSS111230
5622,ATEL #3853,CSS111122
5623,ATEL #3853,CSS111018
5624,ATEL #3853,1FGL J0342.2+3859
5625,ATEL #3853,CSS111117
5626,ATEL #3855,PSN J10250739+1709146
5627,ATEL #3855,ngc3239
5628,ATEL #3857,PSN J10250739+1709146
5629,ATEL #3857,ngc3239
5630,ATEL #3858,BZQJ1127+3620
5631,ATEL #3858,2FGL J1127.6+3622
5632,ATEL #3858,CSS111117
5633,ATEL #3859,PGC002065
5634,ATEL #3860,PSN J10250739+1709146
5635,ATEL #3860,ngc3239
5636,ATEL #3861,ngc3239
5637,ATEL #3862,BZQ J1656+5321
5638,ATEL #3862,2FGL J1649.6+5238
5639,ATEL #3863,ngc3239
5640,ATEL #3863,sn2012a
5641,ATEL #3864,2FGL J0102.7+5827
5642,ATEL #3864,TXS 0059+581
5643,ATEL #3865,ngc4559
5644,ATEL #3865,PSN J12355230+2755559
5645,ATEL #3866,3EG J0613+4201
5646,ATEL #3867,m81
5647,ATEL #3867,PNV J09553281+6902028
5648,ATEL #3869,OT061730
5649,ATEL #3870,OT040821+141515
5650,ATEL #3870,NAMB053510
5651,ATEL #3870,OT013902
5652,ATEL #3870,OT040821
5653,ATEL #3871,PNV J09553278+6902139
5654,ATEL #3871,PNV J09555380+6903383
5655,ATEL #3871,PNV J09553266+6906072
5656,ATEL #3871,PNV J09555778+6902041
5657,ATEL #3871,PNV J09553792+6902498
5658,ATEL #3871,PNV J09553560+6904154
5659,ATEL #3871,m81
5660,ATEL #3873,CSS120118
5661,ATEL #3873,SSS120103
5662,ATEL #3873,CSS111225
5663,ATEL #3873,CSS111228
5664,ATEL #3873,CSS120101
5665,ATEL #3873,MLS111226
5666,ATEL #3873,MLS120101
5667,ATEL #3873,MLS120120
5668,ATEL #3873,CSS120113
5669,ATEL #3873,CSS111229
5670,ATEL #3873,CSS111224
5671,ATEL #3873,MLS120104
5672,ATEL #3873,MLS111227
5673,ATEL #3873,MLS120119
5674,ATEL #3873,CSS111227
5675,ATEL #3873,CSS120119
5676,ATEL #3873,CSS120104
5677,ATEL #3873,MLS120118
5678,ATEL #3873,CSS111230
5679,ATEL #3873,CSS120121
5680,ATEL #3873,MLS111228
5681,ATEL #3873,MLS111225
5682,ATEL #3873,sn2012i
5683,ATEL #3874,ptf11rnq
5684,ATEL #3874,ptf12mj
5685,ATEL #3874,ptf12lz
5686,ATEL #3874,ptf11rmb
5687,ATEL #3874,ptf11rns
5688,ATEL #3874,ptf11rpj
5689,ATEL #3874,ptf11klo
5690,ATEL #3874,ptf11rpc
5691,ATEL #3874,ptf11rpz
5692,ATEL #3874,ptf11kdk
5693,ATEL #3874,ptf12ta
5694,ATEL #3874,ptf11kju
5695,ATEL #3874,ptf11rly
5696,ATEL #3875,SDSS J042605.89+074351.8
5697,ATEL #3875,SDSS J041352.29+170356.4
5698,ATEL #3876,PGC042367
5699,ATEL #3877,m31n2012-01b
5700,ATEL #3877,m31
5701,ATEL #3877,PNV J00423804+4108417
5702,ATEL #3878,pks0646-306
5703,ATEL #3879,CSS120113
5704,ATEL #3879,SDSS J124819.36+072049.4
5705,ATEL #3881,ngc5806
5706,ATEL #3881,PSN J14595904+0153251
5707,ATEL #3883,CSS111230
5708,ATEL #3884,PSN J14595904+0153251
5709,ATEL #3884,sn2004dg
5710,ATEL #3884,ptf12os
5711,ATEL #3884,ngc5608
5712,ATEL #3885,ptf12os
5713,ATEL #3886,m9
5714,ATEL #3887,IGR J12349-6434
5715,ATEL #3888,PNV J09553278+6902139
5716,ATEL #3888,PNV J09555380+6903383
5717,ATEL #3888,PNV J09553266+6906072
5718,ATEL #3888,PNV J09555778+6902041
5719,ATEL #3888,PNV J09553792+6902498
5720,ATEL #3888,PNV J09553560+6904154
5721,ATEL #3888,m81
5722,ATEL #3888,PNV J09553281+6902028
5723,ATEL #3889,OT J105122.8+672528
5724,ATEL #3889,CSS120101
5725,ATEL #3889,OT105123
5726,ATEL #3890,XMMU J004243.6+412519
5727,ATEL #3890,m31
5728,ATEL #3892,IGR J17480-2446
5729,ATEL #3893,1RXS J063214.8+253620
5730,ATEL #3894,pks0646-306
5731,ATEL #3895,ugc5460
5732,ATEL #3895,PSN J10081059+5150570
5733,ATEL #3895,sn2011ht
5734,ATEL #3898,OT083221
5735,ATEL #3898,OT021216
5736,ATEL #3898,OT221306
5737,ATEL #3899,sn2011ja
5738,ATEL #3900,ngc1309
